Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,_year,fallecidos_porcentaje
478,1937-10-27,04:23,Off Western Africa,Air France,?,Dakar - Casablanca,Dewoitine D-333,F-ALQA,01,7,2,5,7,2,5,0,Disappeared after sending a distress call while en route. Apparently crashed into the sea.,1937,100.0
479,1937-11-11,00:00,"Warsaw, Poland",Lot Polish Airlines,?,Krakow - Warsaw,Lockheed 10 Electra,SP-AYD,1048,11,9,2,4,2,2,0,"While attemptiing to land at Warsaw at night and in fog, The aircraft flew too low and struck power line and crashed in an open field.",1937,36.36
480,1937-11-12,16:50,"Mannheim, Germany",Deutsche Lufthansa,?,Berlin - Mannheim,Heinkel He-111,D-AXAV,1830,12,9,3,10,7,3,0,Hit the ground short of the runway while attempting to land in fog. The aircraft was named aircraft Köln.,1937,83.33
481,1937-11-12,00:00,"Warsaw, Poland",LOT,?,Krakow - Warsaw,Lockhed 10 Electra,SP-AYD,1048,11,9,2,4,2,2,?,"On final approach at night and in poor visibility due to fog, the pilot flew too low, hit power lines and crashed in a field.",1937,36.36
482,1937-11-16,15:30,"Ostende, Belgium",Sabena,?,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,5827,11,8,3,11,8,3,0,"The aircraft was flying from Cologne to London and should have made a scheduled stop at Brussel's Haren airport.  However, Brussels was shrouded in fog and the pilot was advised to fly on to Ostend. Weatherconditions were poor in Ostend as well and the aircraft hit a factory chimney while flying on approach to Ostend Stene airport.  All on board were killed including the Grand Duke and Duchess of Hesse who were traveling to London for a minor royal wedding. An airport employee was blamed for not guiding the pilot down in conditions of poor visibility.",1937,100.0
483,1937-11-26,00:00,"Croydon, United Kingdom",Deutsche Lufthansa,?,?,Junkers JU-52,D-AGAV,4023,3,0,3,3,0,3,0,Engine failure on takeoff caused the cargo plane to stall and crash into a hanger.,1937,100.0
484,1937-12-04,00:00,"Munich, Germany",Ala Littoria,?,Rome - Munich - Berlin,Junkers JU-52,I-BAUS,4063,17,14,3,4,4,0,0,Crashed into a hill while on approach in low visibility.,1937,23.53
485,1937-12-05,09:00,"Brindisi Harbor, Italy",Imperial Airways,?,India - London,Short Empire Flying Boat,G-ADUZ,?,19,13,6,2,1,1,0,The flying boat crashed while attempting to take off. The aircraft was named Cygnus.,1937,10.53
486,1937-12-05,00:00,"Brindisi, Italy",Imperial Airways,?,?,Short S-23 (flying boat),G-ADUZ,S-817,8,4,4,2,1,1,0,"Stalled during takeoff and crashed into the sea. Wrong flap setting for takeoff, causing the aircraft to stall.",1937,25.0
487,1937-12-08,00:00,"Saint Sauveur, France",Air France,?,Marseille - Lyon - Paris,Potez 621,F-AOTZ,4213,7,6,1,2,1,1,0,Crashed in poor weather conditions while flying too low hitting Pas de la Motte peak.,1937,28.57
488,1937-12-24,17:30,"Kasperske Hory, Czechoslovakia",Air France,?,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,F-AMYD,11,3,1,2,3,1,2,0,"The plane was 10 minutes from landing at Vienna when it was told to change course by the Prague airport controller. The change took the plane into mountainous terrain in snowy conditions. The plane impacted Hutska Hora mountain at an alitiude of 3,300 feet. The cause was never determined. Possibly a naviational error. The aircraft named 'Le Glorieux",1937,100.0
489,1938-01-04,00:00,"Frankfurt, Germany",Lufthansa,?,Milan - Frankfurt,Junkers JU-38,D-ABUR,5777,6,3,3,6,3,3,0,Crashed short of the runway while attempting to land in snow and icing conditions.,1938,100.0
490,1938-01-10,15:07,"Bozeman, Montana",Northwest Orient Airlines,2,Seattle - Spokane - Butte - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,10,8,2,10,8,2,0,"The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter ""natural resonance, or period of vibration"" which resulted in the separation of the rudder and fins and loss of control of the aircraft.",1938,100.0
491,1938-01-11,08:03,"Pago Pago, U.S. Samoa",Pan American World Airways,1,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7,0,7,7,0,7,0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper.""  Pan American's first and chief pilot, Captain Edwin C. Musick, killed.",1938,100.0
492,1938-01-12,00:00,"North Pine, Ontario, Canada",General Airways,?,Sioux Lookout - Hudson,Stinson Reliant SR-9,CF-BEI,5212-S,1,0,1,1,0,1,0,Crashed in rugged terrain while en route.,1938,100.0
494,1938-02-05,00:00,"Kandalaksha, Russia",TsAGI,?,Moscow - Murmansk,V6 (airship),CCCP-V6,?,19,0,19,13,0,13,0,The airship crashed while on a trial flight in preparation of rescuing  Russian scientists on an ice floe in Greenland. The airship crashed into the side of a mountain.,1938,68.42
495,1938-02-09,00:00,"Guadalupe, Mexico",Mexicana,?,Test flight,Lockheed 10 Electra,XA-BAS,?,2,0,0,2,0,0,0,Crashed on a second test flight.,1938,100.0
496,1938-02-09,07:30,"Marseille, France",Air France,?,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,F-ANPB,05,12,7,5,8,5,3,0,The flying boat struck the breakwater in fog at 60 miles an hour and burst into flames while attempting to take off.,1938,66.67
497,1938-02-13,14:30,Mediterranean Sea,Ala Littoria SA,?,Cadiz - Pollença -Alghero - Rome,Cant Z-506,I-ORIA,297,14,10,4,14,10,4,0,Disappeared over the Mediterranean Sea while flying in a storm.,1938,100.0
498,1938-02-22,04:45,"Pontoise, France",Deutsche Lufthansa,?,"Berlin, Germany - Paris, France",Junkers JU.52,D-APAR,4040,3,0,0,3,0,0,0,The mail plane crashed in fog within a few miles of it's destination near Bourget Airport.,1938,100.0
499,1938-03-01,21:30,"Near Wawona, Cailifornia",Trans Continental and Western Air,8,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas DC-2-112,NC13789,1299,9,6,3,9,6,3,0,Crashed into the high Sierra after encountering a severe weather front while en route. The pilot radioed that ice was forming on the DC-2's wings as it neared the Tehachapi Mountains near Bakersfield and that he was turning back towards the north to land at Fresno. The aircraft sheared off the tops of pine trees and crashed 200 feet below a summit. The wreckage was not found until 6/12/38.,1938,100.0
500,1938-03-07,00:00,"Datia, India",Air France,?,"Hanoi, Vietnam - Paris, France",Potez 621,F-ANQR,4031/12,7,3,4,7,3,4,0,Crashed and burst into flames shortly after taking off from Dum Dum.,1938,100.0
501,1938-03-08,00:00,"Somerton, Australia",Australian National Airways,?,Training,De Havilland DH-60,VH-UNU,?,1,0,1,1,0,1,0,"The pilot made a sharp turn, lost control of the aircraft and chrashed.",1938,100.0
502,1938-03-23,07:00,"Corsavy, France",Air France,?,Dakar - Casablanca - Oran - Toulouse - Paris,Dewoitine D-338,F-AQBB,02,8,5,3,8,5,3,0,The mail plane crashed into Cinq Croix peak in  the Pyrenees mountains while en route.,1938,100.0
503,1938-04-30,14:00,"Near Formia, Italy",Ala Littoria,?,Brindisi - Rome,Junkers JU-52,I-BAUS,4063,19,14,5,19,14,5,0,Struck cloud obscured Mount Maranola.,1938,100.0
504,1938-05-05,00:00,"Balbuena, Mexico",Lineas Aéreas Mineras,?,Mexico City - Juarez,Lockheed Vega 5B,XA-BFR,124,6,5,1,1,5,1,0,Stalled and crashed on takeoff.,1938,16.67
505,1938-05-10,00:00,"Mangere, New Zealand",United Airways of New Zealand,?,Auckland - Palmerston North,Lockheed 10 Electra,ZK-AFC,1092,2,?,?,2,?,?,0,"After experiencing engine failure while taking off, the plane crashed into trees and exploded in flames.",1938,100.0
506,1938-05-16,14:07,"Near Saugus, California",Northwest Orient Airlines,?,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,1439,9,7,2,9,7,2,0,"Struck Stroh peak at 3,300 feet in Mint Canyon, 27 minutes after taking off from Burbank Airport. The aircraft struck a ridge, bounded over a ravine and struck a second ridge, broke up and burst into flames. The crew did not follow the prescribed procedures and was cruising at an unsafe altitude to overfly the mountainous region.",1938,100.0
507,1938-05-22,13:40,"Sao Paulo, Brazil",Cruzeiro do Sul,?,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers JU-52/3m,PP-CBC,5453,17,14,3,6,6,0,0,Shortly after taking the plane stalled and crashed into Santos estuary.,1938,35.29
508,1938-05-24,22:17,"Cleveland, Ohio",United Air Lines,9,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,1956,10,7,3,10,7,3,0,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.,1938,100.0
509,1938-05-27,00:00,"Alberno Canal, BC, Canada",Ginger Coote Airways,?,Vancouver - Zeballos,Fairchild 51,CF-AUX,?,1,0,1,1,0,1,0,Crashed into a wooded area after hitting trees,1938,100.0
510,1938-05-27,00:00,"Langeoog, Germany",Deutsche Lufthansa,?,?,Heinkel 116,D-ATIO,546,3,0,3,3,0,3,0,Crashed on Langeoog Island.,1938,100.0
511,1938-06-08,00:00,"Near Singida, Tanzania",Wilson Airways,?,?,De Havilland DH-85,VP-KBE,7055,3,1,2,3,1,2,0,Crashed about 50 miles from Singida.,1938,100.0
512,1938-06-19,00:00,"Mount  Mercedario, Chile",Pan American Grace Airways,?,?,Douglas DC-2,NC14272,?,4,?,?,4,?,?,0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes.  It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables.",1938,100.0
513,1938-07-08,02:56,"Billings, Montana",Northwest Orient Airlines,4,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,NC17383,1402,10,8,2,1,1,0,0,"While taking off from Billings, the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers, preventing the levers from going to the full low pitch position. As a result of the stalled condition, the airplane fell off on the right wing and crashed at a point 1,100 feet beyond the NE runway, the pilot having cut the switch just prior to the impact.",1938,10.0
514,1938-07-14,08:00,"Off Sardinia, Italy",Ala Littoria,?,Cagliari - Rome,Savoia Marchetti S-66,I-VOLO,15013,20,16,4,20,16,4,0,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.,1938,100.0
515,1938-07-19,00:00,Andes,Panagra,?,?,Douglas DC-2,NC14272,1305,4,0,4,4,0,4,?,Disappeared over the Andes mountains. Wreckage found Feb 1941at Mt. Mercedario.,1938,100.0
516,1938-07-22,17:40,"Stulpica, Romania",LOT Polish Airlines,?,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,SP-BNG,1432,14,12,2,14,12,2,0,Crashed in strong turbulence and after being struck by lightning .,1938,100.0
517,1938-07-27,00:00,"Kisumu, Kenya",Imperial Airways,?,London - Kisumu - Cape Town,Armstrong-Withworth Atlanta,G-ABTG,AW-785,4,0,4,4,0,4,0,"Flew into a hillside soon after takeoff from Kisumu. The ship was named ""Amalthea.""",1938,100.0
518,1938-07-29,04:11,Pacific Ocean between Manila and Guam,Pan American World Airways,229,Alameda - Manila,Martin M-130 (flying boat),NC14714,556,15,6,9,15,6,9,0,"The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N, 130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named ""Hawaii Clipper.""",1938,100.0
519,1938-08-10,00:00,"Debrecen, Hungary",Magyar Legiforagalmi,?,?,Ford Tri-motor F-VIII,HA-FNC,4053,12,10,2,12,10,2,0,Crashed in a field after penetrating a thunderstorm. The plane was carrying Hungarian journalists.,1938,100.0
520,1938-08-10,00:00,"Shishijima, Japan",Dai Nippon,?,?,Douglas DF-151,J-ANES,1,6,3,3,6,3,3,0,Crash landed off Chichijima island.,1938,100.0
521,1938-08-12,12:30,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,?,Villahermosa - Veracruz - Mexico City,Lockheed 10E Electra,X-ABAS,1043,11,8,3,11,8,3,0,Crashed into a mountain in heavy rain in an area being affected by a hurricane.,1938,100.0
522,1938-08-13,11:00,"Kiel, Germany",CSA Czech Airlines,?,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,OK-BAG,30040,17,14,3,16,13,3,0,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived but died a day later..,1938,94.12
523,1938-08-15,00:00,"Guanabara, Brazil",Syndicato Condor,?,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,9,5,4,9,5,4,0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay.",1938,100.0
524,1938-08-18,00:00,"Bucharest, Romania",LOT Polish Airlines,?,?,Lockheed 14 Super Electra,SP-BNJ,1424,7,4,3,0,0,0,0,Caught fire after a ground looping.,1938,0.0
525,1938-08-18,17:00,"Montnago, Italy",Macchi,?,Test flight,Macchi C-94,I-NILO,94001,15,13,2,15,13,2,0,The sea plane crashed shortly after taking off on a test flight and sank.,1938,100.0
526,1938-08-24,08:00,"Wangmoon, China",China National Aviation Corporation,?,Hong Kong - Chungking,Douglas DC-2,32,1369,17,13,4,14,12,2,0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin. The plane was rebuilt to fly again only to be shot down again by Japanese military.",1938,82.35
527,1938-08-24,00:00,"Tokyo, Japan",Japan Air / Japan Flying School,?,?,Unknown / Unknown,?,?,5,?,?,5,?,?,53,"Midair collision between the airliner and a small plane. The wreckage fell on the suburbs of Tokyo.  Three killed on the airliner, two in the trainer and 53 on the ground.",1938,100.0
528,1938-08-29,23:00,"Near Tucumcari, New Mexico",Transcontinental &Western Air,?,Burbank - Winslow - Albuquerque,Ford Tri-motor,NC17316,410,11,8,3,0,0,0,0,"The mail /passenger transport crashed in a field 10 miles south of Tucumcari after penetrating a strong storm. Excessive vibration and loss of power, due to malfunctioning of left engine, consulting in insufficient speed to sustain the aircraft in flight.",1938,0.0
529,1938-08-29,09:30,"Innisfail, Australia",North Queensland Airways,?,Townsville - Innisfail - Cairns,De Havilland DH-84,VH-UXK,6053,9,8,1,5,4,1,0,Crashed into a cane field short of the runwa while attempting to land when the pilot swerved to avoid a tractor.,1938,55.56
530,1938-10-01,00:00,"Off Bathurst, Gambia",Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Dornier DO.18 (float plane),D-AROZ,255,4,0,4,4,0,4,0,Disappeared over the Atlantic ocean.,1938,100.0
531,1938-10-01,00:00,"Grisons, Switzerland",Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,D-AVFB,5928,13,10,3,13,10,3,0,"While flying over the Alps, the aircraft disappeared. A search was unsuccessful and  no trace of the aircraft nor the occupant was found. A mountain guide found debris 14 years later, on the slope of the Pizzo Cengalo on the border with Switzerland. Some mail bags were recovered and sent to the local post office.",1938,100.0
532,1938-10-10,11:00,"Soest, Germany",Sabena,?,Brussels - Düsseldorf - Berlin,Savbia-Marchetti  S-73P,OO-AGT,4,20,16,4,20,16,4,0,"The aircraft broke-up in midair and crashed to the ground.  A propeller may have broken, tearing loose an engine.",1938,100.0
533,1938-10-25,13:45,"Mt. Dandenong, Australia",Australian National Airways,?,Adelaide - Melbourne,Douglas DC-2-112,VH-UYC,1566,18,14,4,18,14,4,0,Crashed into Mt. Daodenong in heavy fog while en route. Procedural errors by the pilot.,1938,100.0
534,1938-11-02,00:00,"Somerset, England",British Airways,?,?,Lockheed 14 Electra,CF-TCL,?,2,?,?,2,?,?,0,?,1938,100.0
535,1938-11-04,10:50,"Channel Islands, Jersey",Jersey Airways,?,Jersey - Southhampton,de Havilland DH-86,G-ACZN,2316,14,13,1,14,13,1,1,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him. The pilot allowed the plane to fall into a side-slip while climbing through a low overcast and at an insufficient altitude for him to regain contol.,1938,100.0
536,1938-11-14,18:41,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,?,Berlin - Amsterdam,Douglas DC-3,PH-ARY,2021,19,14,5,6,2,4,0,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg. Pilot descended below a safe height during the approach.,1938,31.58
537,1938-11-18,00:51,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,?,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,CF-TCL,1475,2,0,2,2,0,2,0,The mail plane crashed several minutes after taking off from Regina,1938,100.0
538,1938-11-26,15:20,"Bathurst, Gambia",Deutsche Lufthansa,?,?,Junkers JU90V2,D-AIVI,4914,15,10,5,12,9,3,0,During takeoff the aircraft hit a palm tree and burst into flames due to double engine failure.,1938,80.0
539,1938-11-27,00:00,"Bagdad, Iraq",Imperial Airways,?,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,6,0,6,4,0,4,0,The flying boat crashed on Lake Ramadi at night in a sandstorm.,1938,66.67
540,1938-11-29,05:30,"Off Point Reyes, California",United Air Lines,6,"Seattle, WA - Medford, OR - Oakland,CA",Douglas DC 3-A-SB-3-G-14,NC16066,1907,7,4,3,5,3,2,0,"The aircraft ran out of fuel and ditched into the ocean a little less than a mile offshore. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply.",1938,71.43
541,1938-12-02,07:55,"Mexico City, Mexico",Mexicana,?,Mexico City - Merida,Lockheed 10E Electra,X-ABAU,1041,8,5,3,8,5,3,0,Crashed and burned on a hill while taking off in foggy conditions. The pilot did not have authorization to take off during poor visibility.,1938,100.0
542,1938-12-08,09:00,"Off Kuba Island, Okinawa",Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,1481-1,15,12,3,10,7,3,0,Crashed into the East China Sea after experiencing engine failure.,1938,66.67
543,1938-12-09,11:20,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4,0,4,4,0,4,0,Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire.,1938,100.0
544,1938-12-12,00:00,"Darwin, Australia",Qantas,?,?,Short S23 ‘C’ Class flying boat,G-AEUH,?,13,?,?,13,?,?,0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qantas.,1938,100.0
545,1939-01-07,16:30,"Paris, France",Swissair,?,Zurich - Geneva - Paris,Douglas DC-2-115B,HB-ITA,1329,17,12,5,5,2,3,0,The aircraft crashed onto a field losing both wings while attempting to land in low overcast.,1939,29.41
546,1939-01-13,00:00,"Rio de Janeiro, Brazil",Syndicato Condor,?,Vitoria - Rio de Janeiro,Junkers JU-52/3m,PP-CAY,4042,10,7,3,10,7,3,0,"In reduced visibility and strong winds, the seaplane crashed into the side of Mt. Chambe while attempting to land at Rio de Janerio.",1939,100.0
547,1939-01-13,21:15,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,4,2,2,4,2,2,0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.",1939,100.0
548,1939-01-18,07:59,"Katherine, Australia",Guinea Airways,?,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,1418,4,1,3,4,1,3,0,"The mail plane failed to gain height after taking off, stalled and crashed into the Katherine River during a storm.",1939,100.0
549,1939-01-21,12:30,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,?,New York City - Bermuda,Short S-23 (flying boat),G-ADUU,S-812,13,8,5,3,2,1,0,"While en route, the aircraft ditched, broke in two  and sank in the Atlantic Ocean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named ""Cavalier.""",1939,23.08
550,1939-02-12,14:15,"Juneau, Alaska",Marine Airways,?,Ketchikan - Juneau,Fairchild 71(amphibious),NC9777,618,6,5,1,6,5,1,0,The air taxi encountered low visibility and snow and crashed on Grand Island. The wreckage was found 1 month later,1939,100.0
551,1939-02-24,09:45,"Near Roubien, France",Deutsche Lufthansa,?,"Barcelona, Spain - Rome, Italy",Junkers JU-52/3m,D-ALUS,5210,10,6,4,10,6,4,0,"While cruising in bad weather conditions, aircraft hit a mountain near Roubion, in the National Park of Mercantour, 50 km north of Nice. Engine trouble may have factored in the accident, which occurred in adverse weather conditions, with fog and falling snow in the area.",1939,100.0
552,1939-03-14,00:00,"Haren, Belgium",Sabena,?,London - Brussels,Junkers JU-52,OO-AUA,5815,3,0,3,3,0,3,0,The cargo plane stalled and crashed into a field short of the runway.,1939,100.0
553,1939-03-16,00:00,"Manzanares, Colombia",Deutsche Lufthansa,?,?,Junkers JU-86,?,?,8,6,2,8,6,2,0,?,1939,100.0
555,1939-03-26,14:48,"Oklahoma City, Oklahoma",Braniff Airlines,1,Chicago - Kansas City - Wichita - Oklahoma City - Dallas,Douglas DC-2-112,NC13727,1253,12,9,3,8,7,1,0,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely.",1939,66.67
556,1939-04-03,00:00,"Near Marrakech, Morocco",Air France,?,?,Caudron C.635 Simoun,F-AOOT,7372,9,?,?,9,?,?,0,Crashed into a mountain.,1939,100.0
557,1939-05-01,00:00,"Lumbo, Mozambique",Imperial Airways,?,London - Cairo- Mombasa - Dar es-Salaam - Lumbo - Maputo,Short S-23 Empire Flying Boat,G-ADVD,S-821,4,0,4,2,0,2,0,After an aborted landing the plane hit the water and came to rest off Ilha de Mocambique island.,1939,50.0
558,1939-05-02,15:30,"Near Marrakech, Morocco",Air France,?,"Casablanca, Morocco - Dakar, Senegal",Dewoitine D-338,F-ARIC,25,9,6,3,9,6,3,0,Crashed and burned in a mountainous area due to icing.,1939,100.0
560,1939-06-06,09:25,"Schiphol, Amsterdam",KLM Royal Duch Airlines,?,Training,Douglas DC-2,PH-AKN,1360,4,0,4,0,0,0,1,"During  a training flight with one engine out,  the crew hit an obstacle and then a sentry-box with 9 soldiers inside. One soldier  died and 3 others were wounded. The aircraft was repaired.",1939,0.0
561,1939-06-10,16:20,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,?,Haamstede - Vlissingen,Koolhoven FK.43,PH-AJK,4305,3,1,2,3,1,2,0,"The crew  made a steep turn over a beach at too low a speed, stalled and crashed. Two student pilots.were flying the plane.",1939,100.0
562,1939-06-20,00:00,Forest-in-Teesdale. United Kingdom,British American Air Services,?,Heston - Newcastle,de Havilland DH.89 Dragon Rapide,G-AERE,6355,3,1,2,3,1,2,0,The aircraft hit the slope of Mt Dora's Seat when flying too low.,1939,100.0
563,1939-07-20,18:50,"Konstanz, Switzerland",Swissair,?,Vienna - Zurich,Junkers JU86 Z-2,HB-IXA,086/0951,6,4,2,6,4,2,0,While attempting to land the aircraft crashed after an engine fire caused a loss in air speed and a stall.,1939,100.0
564,1939-08-04,00:00,"Barcelona, Spain",Deutsche Lufthansa,?,Cologne - Toulouse - Barcelona - Casablanca,Junkers JU-52/3m,D-AUJG,5942,7,4,3,7,4,3,0,Crashed in the Llaveria mountains in heavy fog and caught fire. The plane hit the highest peak of the mountains.,1939,100.0
565,1939-08-13,16:35,"Rio de Janerio, Brazil",Pan American World Airways,?,Miami - Rio de Janerio,Sikorsky S43 (flying boat),NC16933,4316,16,12,4,14,10,4,0,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path.   Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions.",1939,87.5
566,1939-08-15,13:00,"Off Copenhagen, Denmark",British Airways,?,London - Hamburg - Copenhagen,Lockheed 10 Electra,G-ASEY,1102,6,4,2,5,4,1,0,"Crashed into the sea after a fire aboard. Leakage of fuel from the overflow boxes, which resulted from overfilling of the fuel tanks.",1939,83.33
567,1939-08-28,00:00,"Lahore, India",Indian National Airways,?,Calcutta - Dum Dum,De Havilland D-84,VT-AEL,6048,2,1,1,2,1,1,0,Crashed en route for unknown reasons.,1939,100.0
568,1939-08-30,00:00,"Hannover, Germany",Deutsche Lufthansa,?,Berlin - Hanover - Cologne - London,Junkers JU-52/3m,D-AFOP,5800,7,4,3,7,4,3,0,The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.,1939,100.0
569,1939-09-26,14:10,North Sea,KLM Royal Dutch Airlines,?,Copenhagen - Amsterdam,Douglas DC-3,PH-ASM,2142,20,15,5,1,1,0,0,One Swedish passenger was killed when the plane was attacked by a German fighter. The plane was able to land safely in Amsterdam.,1939,5.0
570,1939-10-10,07:30,"Calarmar, Colombia",Scarta,?,Barranquilla - Girardot,Junkers W-34,C-53,?,5,3,2,5,3,2,0,Crashed while en route.,1939,100.0
571,1939-11-20,00:00,"Gosport, England",British Airways,?,Training,Airspeed Oxford,G-AFFM,75,2,0,2,2,0,2,?,Collided with the mooring of a ballon.went out of control and crashed.,1939,100.0
572,1939-12-18,08:15,South of Gibraltar,Iberia Airlines,?,Tetouan- Seville - Alicante,Junkers JU-52,M-CABA,5854,9,6,3,9,6,3,0,Shot down by a British RAF fighter. Crashed 6 miles south of Europa Point.,1939,100.0
573,1939-12-21,13:00,Off Malta-Luqa,British Airways,?,Egypt - England,Lockheed 14 Super Electra,G-AFYU,1444,8,6,2,5,3,2,0,"Ditched into the sea, 300 miles NW of Alexandria, Egypt. A ship rescued six survivers.",1939,62.5
574,1939-12-24,08:00,"Mogador, Morocco",Linee Aeree Italiane,?,Rome - Rio de Janerio,Savoia-Marchetti SM83,I-ARPA,34017,7,3,4,7,3,4,0,Crashed into a mountain  60 km southeast of Mogadorin in  a storm while attempting to make a forced landing.,1939,100.0
575,1940-01-22,00:00,"Denpasar, Indonesia",KNILM,?,Batavia - Denpasar - Kupang - Darwin - Sydney,Lockheed 14 Super Electra,PK-AFO,1415,9,5,4,8,5,3,0,Crashed into the sea shortly after take-off. Cause unknown,1940,88.89
576,1940-02-10,00:00,"Near Cosenza, Italy",Ala Littoria SA,?,Catania - Brindisi - Rome,Savoia-Marchetti SM-75,I-LEAL,32031,10,4,6,10,4,6,0,Crashed and burned on a hill side in fog. Prior to crashing the crew reported ice on the wings.,1940,100.0
578,1940-03-01,13:20,Gulf of Oman,Imperial Airways,?,Calcutta - Jask - Sharjah - Alexandria - London,Handley Page HP-42,G-AAGX,HP42/1,8,4,4,8,4,4,0,"Crashed in the Persian Gulf while en route with out a trace. The aircraft was named ""Hannibal.""",1940,100.0
